SF Link,Account Name,Status,Combined Activation Status,BW Plan,Monthly Spend,EC Customer,Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
0013u00001kE0jqAAC,Cheyenne River Headstart Program,Inactive Prospect,Onboarding,,,No,Name,http://www.crstgfp.com,Eagle Butte,SD,57625,6059646834,,,
0013u00001UwJtqAAF,Child and Family Research Center - Early Head Start,Inactive Prospect,Onboarding,,,No,Name,unr.edu,Reno,Nevada,89512,7753369600,,,
001PB00000HvhsrYAB,Child Care Resource Center,Inactive Prospect,Onboarding,,,No,Website,https://www.ccrcca.org/locations/1-san-fernando-valley-head-start-locations/13-reseda,Reseda,California,91335,8187171000,Non-Target,,
001Rd00000EAkvzIAD,Child Dev Cncil Lnden Lutheran,Inactive Prospect,Onboarding,,,No,Website,http://www.cdcheadstart.org,Columbus,OH,43224,6142629745,,,
0011I000016D7ukQAC,Child Development Council Of Franklin County H,Inactive Prospect,Onboarding,,,No,Website,WWW.CDCHEADSTART.ORG,COLUMBUS,Ohio,43211,16144312186,,,
0013u00001NPkdNAAT,Children'S Center B Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.sharesc.org,Greenville,South Carolina,29609,(864) 233-4128,,,
0013u00001msCmpAAE,CHOPPEE HEAD START CENTER,Inactive Prospect,Onboarding,,,No,Name,welc.org,GEORGETOWN,South Carolina,29440,8434854231,,,
0013u00001P5UZoAAN,CHURCH AVENUE HEAD START,Inactive Prospect,Onboarding,,,No,"Name, Website",tscheadstart.com,BROOKLYN,New York,11203,6462923008,,,
0013u00001TWTnRAAX,Church Point Head Start (our Mother Of Mercy Church Point Head St - Church Point LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.hs.acadia.k12.la.us/District/1154-Estherwood-Head-Start-Center.html,Church Point,Louisiana,70525,13377836377,,,
001Rd000002QmCkIAK,Citizens for Citizens Head Start,Inactive Prospect,Onboarding,Free,,No,Name,https://www.fallriverschools.org/spencerborden,Fall River,Massachusetts,2720,5986737792,,1,
0011I000016BHnuQAG,Citronelle Head Start Center,Inactive Prospect,Onboarding,,,No,Name,mcamobile.org,CITRONELLE,Alabama,36522,(251) 866-9967,,,
001Rd000002IthdIAC,City of Rockford Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,7793487169,,,
0013u00001NNvXtAAL,"CLC,INC.",Inactive Prospect,Onboarding,Free,,No,Website,clcheadstart.org,MANHATTAN,New York,10027,12124273000,,1,
0013u000017YRGEAA4,Cloud County Head Start,Inactive Prospect,SaaS Only Activated,Free,,No,Name,,,Kansas,,7852431645,Multi-Site Child,24,
0013u00001XohDXAAZ,Clover Head Start,Inactive Prospect,Onboarding,,,No,Name,ccainc.org,Clover,South Carolina,29710,(803) 222-0736,,,
0013u00001YXgPZAA1,Cmccaa Head Start Lincoln Homes Center,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.cmccaa.com/community-programs/head-start-program/,CLARKSVILLE,Tennessee,37040,19318961806,,,
001PB00000Kdu8WYAR,Coastal Community Action Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Georgia,,(912) 506-4957,,,
0013u00001nEQtxAAG,Coffee County Early Head Start,Inactive Prospect,Onboarding,,,No,Name,schra.us,Manchester,TN,37355,9319540885,,,
0013u00001XCGllAAH,Committee for Early Childhood Development Head Start,Inactive Prospect,Onboarding,,,No,Name,www.cecdhs.org,Hollis,New York,11423-2532,(718) 464-2422,,,
0013u00001W3efYAAR,Community Action Head Start - Fulton 1&2,Inactive Prospect,Onboarding,,,No,Name,capcil.org,Canton,Illinois,61520,(309)649-1549,,,
0013u00001MGgEvAAL,Community Action Head Start Center - Site #2,Inactive Prospect,Onboarding,,,No,Name,http://www.communityactionatwork.org/programs/early-childhood-education/,LINCOLN,Nebraska,68510,(531) 739-3131,,,
0013u00001ht58jAAA,COMMUNITY ACTION HEAD START LOGAN 2,Inactive Prospect,Onboarding,,,No,Name,,LINCOLN,Illinois,62656,12177322159,,,
0013u00001UJxNIAA1,"Community Action Planning Council of Jefferson County, Inc.",Inactive Prospect,Onboarding,,,No,Website,http://www.capcjc.org/programs/head-start/center-locations/,Bronx,New York,13619,(315) 493-0411,,,
0013u00001kEHx9AAG,Community Action Program For Madison County Head Start,Inactive Prospect,Onboarding,,,No,Name,madco.org,CANASTOTA,New York,13032,3156973588,,,
0013u00001oSevzAAC,Community Action Sturgis Headstart,Inactive Prospect,Onboarding,,,No,Name,caascm.org,Sturgis,Michigan,49091,(269) 659-9047,,,
0013u00001f9Ey0AAE,"Community Parents, Inc. - Medgar Evers Head Start",Inactive Prospect,Onboarding,,,No,"Name, Website",https://communityparentsinc.com/contact-us/medgar-evers-head-start-brooklyn/,Brooklyn,New York,11212,17182212531,,,
0013u00001bObbXAAS,COQUILLE INDIAN HEAD START,Inactive Prospect,Onboarding,,,No,Name,,COOS BAY,OR,97420,5418887737,,,
001Rd000009TVw8IAG,CORNING HEAD START,Inactive Prospect,Onboarding,,,No,Name,http://www.hapcap.org,Corning,Ohio,43730,740-347-4685,,,
001Rd00000AzUeXIAV,Coshocton County Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://WWW.COSHOCTONCOUNTYHEADSTART.ORG,Coshocton,Ohio,43812,7406229537,,,
0013u00001WQQWhAAP,COTTONWOOD CREEK HEAD START CENTER,Inactive Prospect,Onboarding,Free,,No,Name,maderacap.org,MADERA,California,93638,5596641109,,,
0013u00001J0S5NAAV,CRIT Head Start,Inactive Prospect,Onboarding,Free,,No,Name,crit-nsn.gov,,Arizona,,16029043304,Non-Target,,
001PB00000GdRwpYAF,Crockett Early Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.abileneisd.org/domain/936,Abilene,Texas,79605,(325) 690-3770,,,
0013u00001c29KJAAY,CSO Early Head Start Center - Leon R. Massey,Inactive Prospect,Onboarding,,,No,Name,csoarkansas.org,Hot Springs,Arkansas,71901,5015385626,,,
0013u00001W27k7AAB,CSRA EOA Statesboro Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Georgia,,9124814992,,,
0013u00001dTIF0AAO,"CSRA EOA, INC. HEAD START",Inactive Prospect,Onboarding,,,No,"Name, Website",csraeoaheadstart.org,Waynesboro,Georgia,30830,17065542140,Non-Target,,
001PB00000JUdkEYAT,Daeoc headstart,Inactive Prospect,Onboarding,,,No,Name,,,Missouri,,15733800622,,,
0013u00001Pz56bAAB,Daisy Head Start Center,Inactive Prospect,Onboarding,,,No,Name,chattanooga.gov,SODDY DAISY,Tennessee,37379,14236436557,,,
0013u00001fZBG9AAO,DANA BROWN COOPER HEAD START,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.caaofokc.org/services/children-youth/head-start/,MIDWEST CITY,OK,73130,4057330289,,,
001PB00000UcNbrYAF,Darlington County CAA Head Start,Inactive Prospect,Onboarding,,,No,Name,dccaa.net,,South Carolina,,(843) 453-7806,,,
0013u00001fYpj9AAC,DAVIS HEADSTART,Inactive Prospect,Onboarding,,,No,Name,http://www.incacaa.org/,DAVIS,OK,73030,5809528666,,,
001PB00000M8vR8YAJ,Davis Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Utah,,801-529-2266,,,
0013u00001ZQ5KzAAL,Dawson Co-Op/Poyen Abc,Inactive Prospect,Onboarding,,,No,Website,https://headstartprograms.org/center-174691.html,Poyen,AR,72128,5013328884,,,
0013u00001e5onnAAA,Dayspring Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.dayspringbaltimore.com/,Baltimore,Maryland,21213,4432788744,,,
0013u00001gzQPyAAM,Decatur County Head Start Center,Inactive Prospect,Onboarding,,,No,Name,scicap.org,Leon,Iowa,50144,6414466637,,,
0013u00001m9DSiAAM,"Delta Community Action Associatoin, Inc. Delhi Head Start - Delhi LA Child Day Care - Type III",Inactive Prospect,Onboarding,,,No,Name,deltacommunityaction.com,Delhi,Louisiana,71232,(318) 878-3258,,,
0013u00001cRUhzAAG,Detroit Head Start,Inactive Prospect,Onboarding,,,No,Name,WWW.DETROITEAGLES.NET,DETROIT,Texas,75436,(903) 674-4245,,,
001PB00000LMvoLYAT,DIAMOND ROAD CDC HEAD START,Inactive Prospect,Onboarding,Free,,No,Name,http://www.childcareassociates.org,Fort Worth,TX,76106,8176255509,Non-Target,,
001PB00000b0yYQYAY,District 50 Latchkey,Inactive Prospect,Onboarding,,,No,Website,https://twhsp.org/green-valley-head-start/,Washington,Illinois,61571,(309) 264-3000,,,
0013u00001oAIhcAAG,Dodge County Head Start,Inactive Prospect,Onboarding,Free,,No,"Name, Website",dcheadstart.com,Fremont,Nebraska,68025,402-909-3101,,,
0013u00001ZQDVVAA5,Dr. Douglas K. Fletcher Elementary School,Inactive Prospect,Onboarding,,,No,Website,www.capk.org/programs/head-start/,Bakersfield,CA,93306,6616315960,,,
001Rd00000DXpfNIAT,Durant Early Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Mississippi,,(769) 798-9701,,,
0013u00001mrzYkAAI,E-Center Head Start Programs,Inactive Prospect,Onboarding,,,No,Name,WWW.MJUSD.NET,Yuba City,California,95991,15306341224,,,
0013u00001oAGF4AAO,"E.o.c. Of Nassau County, Inc Hempstead Head Start",Inactive Prospect,Onboarding,,,No,Name,eoc-nassau.org,Brooklyn,New York,11550,(516) 538-8292,,,
001Rd000007P2sWIAS,Early Education Center,Inactive Prospect,Onboarding,Inactive,,No,Website,https://kyfs.org/head-starteceap/,Kent,Washington,98030,(206) 643-8765,Single-Site,8,
0013u00001UbFg9AAF,Early Education Center,Inactive Prospect,Onboarding,,,No,Website,https://www.facebook.com/FGCHeadStart/posts/fgc-jemison-head-start-located-at-1891-highway-191-jemison-ala-35085-opening-in-/193124462814608/,Jemison,Alabama,35085,(205) 688-1992,,,
0013u00001dTPCVAA4,Early Head Start,Inactive Prospect,Onboarding,Free,,No,Name,,Mount Pleasant,Texas,75455,(956) 624-4532,Non-Target,,
0013u00001UO1QXAA1,Early Head Start,Inactive Prospect,Onboarding,,,No,Name,,,,,,Multi-Site Child,,
001PB00000YFdK2YAL,Early head start,Inactive Prospect,Onboarding,,,No,Name,,,Michigan,,923367268723,,,
001PB00000L3Fb7YAF,Early head start,Inactive Prospect,Onboarding,,,No,Name,,Malin,Oregon,97632,(971) 867-7191,,,
001PB00000Gsnc3YAB,Early Head Start CCP,Inactive Prospect,Onboarding,,,No,Name,eckerd.org,Tampa,Florida,33605-2617,813-966-0980,,,
0013u00001bQEErAAO,EARLY HEAD START OF CAREY SERVICES,Inactive Prospect,Onboarding,,,No,Name,careyservices.com,HARTFORD CITY,Indiana,47348,7653482523,,,
0013u00001T2QotAAF,EARLY HEAD START WALNUT GROVE,Inactive Prospect,Onboarding,,,No,Name,http://www.fcmi-ms.org/,WALNUT GROVE,MS,39189,6012530080,,,
001PB00000RwPGIYA3,Early Headstart,Inactive Prospect,Onboarding,Free,,No,Name,,Macy,Nebraska,68039,14028374110,Non-Target,,
0013u00001ilzlmAAA,Early Headstart,Inactive Prospect,Onboarding,,,No,Name,,Delavan,WI,53115,2627407444,,,
001Rd000006ytqzIAA,East Coast Migrant Head Start Program,Inactive Prospect,Onboarding,Free,,No,"Name, Website",https://www.care.com/b/l/carrizo-springs-tmc-head-start/carrizo-springs-tx,Vincennes,Indiana,46226,765-4805782,,,
001Rd00000Ah7YMIAZ,Eastern Oregon Head Start-La Grande,Inactive Prospect,Onboarding,,,No,Name,eou.edu,La Grande,Oregon,97850,5417865535,,,
0013u00001p15TaAAI,Easterseals Serving,Inactive Prospect,Onboarding,,,No,Website,https://www.easterseals.com/DCMDVA/programs-and-services/childrens-services/early-head-start-and-head.html,District Heights,MD,20747,2407197204,,,
0013u00001rWuDmAAK,Eastside Early Learning Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Kentucky,,18592874283,,,
0013u00001W29S9AAJ,EDWARDSVILLE CENTER/EARLY HEAD START CENTER,Inactive Prospect,Onboarding,,,No,Name,luzerne.edu,EDWARDSVILLE,PA,18704,5707143920,,,
0013u00001VQB5TAAX,Elizabeth Settlement Aboriginal Headstart,Inactive Prospect,Onboarding,,,No,Name,www.elizabethms.ca,ELIZABETH METIS SETT,Alberta,T9M 1P1,780-594-4559,,,
0013u00001mA89BAAS,Elk Valley Head Start,Inactive Prospect,Onboarding,,,No,Name,www.elk-valley.com,Crescent City,California,95531-9344,(707) 464-4499,,,
0013u00001c0ePmAAI,Elwood Head Start,Inactive Prospect,Onboarding,,,No,Name,elwood.k12.in.us,Elwood,Indiana,46036,7655521900,,,
0013u00001fZLWiAAO,English Head Start,Inactive Prospect,Onboarding,,,No,Name,caasiouxland.org,Sioux City,Iowa,51104,(712) 293-0554,Non-Target,,
001PB00000aUfsEYAS,Eoa Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://eoaheadstart.org/,Springdale,Arkansas,72764,4797514430,,,
001PB00000bsbwXYAQ,ERBA Newton Headstart,Inactive Prospect,Onboarding,,,No,Name,https://erbainc.org/,Lawrenceville,Illinois,62439,6187833467,Non-Target,,
0013u00001XDXFtAAP,Estherwood Head Start - Estherwood LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Name,http://www.acadia.k12.la.us/ewes/,Estherwood,Louisiana,70534,(337) 783-6884,,,
001Rd00000EgH4QIAV,Estill Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Georgia,,8036259621,,,
0013u00001d8QnfAAE,FAIRFIELD HEAD START,Inactive Prospect,Onboarding,,,No,"Name, Website",https://hccaa.com/head-start,FAIRFIELD,Texas,75840,9033898083,,,
0013u00001cRVq9AAG,FAIRGROUNDS HEAD START,Inactive Prospect,Onboarding,,,No,Name,rockfordil.gov,ROCKFORD,Illinois,61101,7793487550,,,
0013u00001d8qz6AAA,Faith Lutheran Headstart,Inactive Prospect,Onboarding,,,No,Name,http://www.caddocaa.org/,Shreveport,Louisiana,71109,3186329248,,,
0013u00001F3SPkAAN,Family Head Start,Inactive Prospect,Onboarding,Free,,No,Name,,,New York,,347 557 5202,Single-Site,,
0013u00001i6KebAAE,FAMILY OUTREACH INITIATIVE HEAD START,Inactive Prospect,Onboarding,,,No,Name,http://www.thechicagourbanleague.org,CHICAGO,Illinois,60621,7733824702,,,
0013u00001XB54sAAD,Family Services of Westchester Head Start,Inactive Prospect,Onboarding,Free,,No,Name,https://hs.ocfs.ny.gov/dcfs/profile/index/714866,Syracuse,New York,10603,19143584703,,,
001PB00000IT89ZYAT,Farmington one headstart,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,5738541613,,,
0013u00001WQPrFAAX,Fischer Head Start,Inactive Prospect,Onboarding,,,No,Name,https://www.guidance-center.org/,Taylor,Michigan,48180,17347857720,,,
0013u00001i7Wy4AAE,Five County Child Development Head Start,Inactive Prospect,Onboarding,,,No,Name,,Prentiss,Mississippi,39474,6017924196,,,
0013u00001ilygTAAQ,Flathead Headstart,Inactive Prospect,Onboarding,,,No,Name,cskt.org,Pablo,MT,59855,14067454509,,,
0013u00001mrx5XAAQ,"Floyd County Community Action Agency, Inc. Floyd County Head Start",Inactive Prospect,Onboarding,,,No,Name,https://www.fchsbirth2five.com/,New Albany,Other,47150,8129486981,,,
001Rd000006iLwZIAU,Floyd County Head Start and Preschool,Inactive Prospect,Onboarding,,,No,Name,https://www.floyd.kyschools.us/apps/pages/index.jsp?uREC_ID=1793888&type=d&pREC_ID=1965733,Brandenburg,KY,40108,#ERROR!,Single-Site,,
0013u00001cV5ihAAC,Forsyth County Head Start / Early Head Start,Inactive Prospect,Onboarding,,,No,Name,www.gilmercounty-ga.gov,Cumming,Georgia,30040,(678) 513-8611,Non-Target,,
0013u00001SJ8EFAA1,Fort Valley Head State Head Start,Inactive Prospect,Onboarding,,,No,Name,fvsu.edu,Oglethorpe,Georgia,31068,14788256171,,,
0013u00001T37fwAAB,Franklin County Early Head Start,Inactive Prospect,Onboarding,,,No,Name,"http://www.eec,inc.",Apalachicola,Florida,32320-2039,8506533366,,,
0013u00001MYIiIAAX,Franklinton Head Start,Inactive Prospect,Onboarding,,,No,Name,http://WWW.FVWOPP.COM,Franklinton,North Carolina,27525,12524924196,Multi-Site Parent,,
0013u00001d8KBOAA2,Frederiksen Elementary School,Inactive Prospect,Onboarding,,,No,Website,WWW.CAPEHEADSTART.ORG,Dublin,California,94568,9258281037,,,
001Rd000002TxMwIAK,Fresno Eoc Madison Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.fresnoeoc.org/headstart/locations,Fresno,California,93706,(559) 497-8018,,,
0013u00001cRweBAAS,Ft Belknap Head Start,Inactive Prospect,Onboarding,,,No,Name,,Baytown,TX,77521,4063532827,,,
001PB00000aG6ZNYA0,Future 4 Nations Aboriginal Headstart Program - Room 146,Inactive Prospect,Onboarding,,,No,Name,https://littlewillows.ca/,Mission,BC,V2V,6047684992,,,
0013u00001cRU5HAAW,G Tyree Learning Center,Inactive Prospect,Onboarding,,,No,Website,www.cdcheadstart.org,COLUMBUS,Ohio,43211,(614) 737-4300,,,
0013u00001pEC05AAG,Gateway community action,Inactive Prospect,Onboarding,Free,,No,Website,https://www.headstartprogram.us/,Mount Sterling,Kentucky,40337,16067433133,Non-Target,,
0011I00000nF9vjQAC,Gateway Community Action Partnership (Headstart),Inactive Prospect,Onboarding,Free,,No,Name,,,New Jersey,,609 837-0021,Single-Site,,
001PB00000P4Ne1YAF,GBCA/HEAD START,Inactive Prospect,Onboarding,,,No,Name,greaterbergen.org,Hackensack,New Jersey,7601,2013422936,,,
0013u00001aqPc7AAE,GETCAP HEADSTART,Inactive Prospect,Onboarding,,,No,Name,www.get-cap.org,Nacogdoches,Texas,75964-3246,9363002349,,,
0013u00001kGukWAAS,GILMAN HEAD START,Inactive Prospect,Onboarding,,,No,Name,vifchs.org,GILMAN,Illinois,60938,2174748175,,,
0011I000019JohWQAS,GLEAMNS Head Start,Inactive Prospect,Onboarding,Free,,No,Name,gleamnshrc.org,Columbia,South Carolina,29209-5079,864-223-8434,Single-Site,,
001PB00000JsA9AYAV,GOCAA Head Start,Inactive Prospect,Onboarding,,,No,Name,gocaa.org,,Michigan,,231-944-4037,,,
001PB00000XrTP5YAN,Grand Head Start,Inactive Prospect,Onboarding,,,No,Name,grandhs.org,,Oklahoma,,918-253-8650,,,
001PB00000Rf1n2YAB,Grande Prairie Friendship Centre Aboriginal Head Start,Inactive Prospect,Onboarding,Free,,No,Name,gpfriendship.com,Grande Prairie,Alberta,T8V 0N5,7805325771,,,
0013u00001NNM4mAAH,Grant Parish Head Start - Graham Center - Colfax LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.facebook.com/pages/Grant-Parish-Headstart/216281455070589,Colfax,Louisiana,71417,(318) 627-5501,,,
0013u00001MYKcHAAX,Greater Lawrence Head Start- Gill Ave,Inactive Prospect,Onboarding,,,No,Name,www.glcac.org,Gill,Massachusetts,1844,978-688-0455,,,
0013u00001lMsMEAA0,Greater Mt Vernon Early Head Start: Gum Springs,Inactive Prospect,Onboarding,,,No,Name,www.fairfaxcounty.gov/,Alexandria,Virginia,22306,17033248290,,,
0013u00001NNNAzAAP,Greene Lamp Head Start,Inactive Prospect,Onboarding,Free,,No,Name,greenelamp.org,Kinston,North Carolina,28551,2525237770,,,
0013u00001c0Ig5AAE,GRIFFIN AVENUE HEAD START/PRESCHOOL,Inactive Prospect,Onboarding,,,No,Name,www.usc.edu,LOS ANGELES,California,90031,3232228131,,,
0013u00001SJEBPAA5,Gulf Coast Community Services Association/Early Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.gccsa.org,HOUSTON,TX,77020,7132227284,Non-Target,,
0013u00001nEH8iAAG,HACKBERRY HEAD START,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.cameronparishresources.com/headstart.html,HACKBERRY,Louisiana,70645,3377623979,,,
0013u00001m9RdWAAU,Hamer Canaan Head Start,Inactive Prospect,Onboarding,,,No,Name,WWW.GENERATIONSINC.ORG,Hamer,South Carolina,29547,(843) 774-7650,,,
0013u00001XnVZYAA3,Hardeman County Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://swhrahs.org/?page_id=309,Bolivar,Tennessee,38008,(731) 658-1803,,,
0013u00001oSmbXAAS,Harlan Head Start,Inactive Prospect,Onboarding,,,No,Name,sunshinehouse.com,Harlan,Iowa,51537,(800) 698-5886,,,
0013u00001SJtT7AAL,Harlem Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",headstartprogram.us,Wetumpka,AL,36092,#ERROR!,,,
0013u00001W1LMJAA3,Harris County Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.hcde-texas.org/head-start,Houston,Texas,77022,(713) 672-9343,,,
001Rd00000Ddb9tIAB,Hartley Bay head Start,Inactive Prospect,Onboarding,Free,,No,Name,,,British Columbia,,17788841972,,,
0013u00001eaahiAAA,HARVARD HEAD START,Inactive Prospect,Onboarding,,,No,"Name, Website",headstartmchenrycounty.org,HARVARD,Illinois,60033,8159435535,,,
0013u00001oQm2mAAC,Hcap Head Start Kunia,Inactive Prospect,Onboarding,,,No,Name,hcapweb.org,Kunia,HI,96759,8082007692,,,
0011I000019JMZNQA4,Head Start,Inactive Prospect,Onboarding,Free,,No,"Name, Website",esvaheadstart.org,Newport News,Virginia,23606,757 442 9652,Single-Site,,
0013u00001SJwilAAD,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://www.capsonoma.org/,San Francisco,California,94110,14152030341,Non-Target,,
0013u00001HS5REAA1,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,www.hccaa.com,Lampasas,Other,76550-3272,5125566781,Non-Target,,
0013u00001nFO1dAAG,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,thehrdc.org,Livingston,Montana,59047,14064598798,,,
001Rd000009QLGXIA4,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://www.ceogc.org,Cleveland,Ohio,44104,14408400271,Non-Target,,
0013u00001s7ckPAAQ,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,http://seguin.lajoyaisd.com/,Mission,Texas,78574,8708580127,Non-Target,,
001Rd0000087CaxIAE,Head Start,Inactive Prospect,Onboarding,Free,,No,Name,lapetitecolline.org,Brooklyn,NY,11205,7186225101,,,
0013u00001UbN0kAAF,Head Start,Inactive Prospect,Onboarding,,,No,Name,https://www.salida.k12.ca.us/Page/3160,Modesto,California,95356,12095685507,Non-Target,,
0013u00001aBJrCAAW,Head Start,Inactive Prospect,Onboarding,,,No,Name,alleganyhrdc.org,Cumberland,Maryland,21502,(301) 724-2547,,,
001PB00000Sk5XhYAJ,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Arizona,,(928) 383-9082,,,
0013u00001ilfcFAAQ,Head Start,Inactive Prospect,Onboarding,,,No,Name,www.sek-cap.com,Independence,Kansas,67301,6207248204,,,
0013u00001J0b1bAAB,Head Start,Inactive Prospect,Onboarding,,,No,Name,olympic.edu,,,,3607926050,,,
001Rd000009VZ7ZIAW,Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.accap.org/,Newport,Minnesota,55055,(507) 215-9418,Non-Target,,
001PB00000M8vR9YAJ,Head Start,Inactive Prospect,Onboarding,,,No,Name,https://lhs.davis.k12.ut.us/,Layton,Utah,84041,303-886-7056,,,
0013u00001JhX3nAAF,Head Start,Inactive Prospect,Onboarding,,,No,Name,westmohs.org,CUBA,Missouri,65453,14173914092,Non-Target,,
0011I00000yCvkBQAS,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,,,5183549118,,,
0013u00001W48uMAAR,Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",headstartmc.org,Dover,New Jersey,7801,12018933429,,,
001PB00000W4nkTYAR,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Michigan,,(313) 614-2017,,,
001PB00000Y57zrYAB,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Mississippi,,16625245331,,,
001Rd000002wplnIAA,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,3093181512,,,
001Rd000009jvMkIAI,Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,7793487553,,,
001PB00000YbFNuYAN,Head start,Inactive Prospect,Onboarding,,,No,Name,,,Tennessee,,14234199982,,,
001Rd00000FUzYTIA1,Head start,Inactive Prospect,Onboarding,,,No,Name,lbschool.net,Paramount,California,90723,5627123464,Non-Target,,
0013u00001LKb9OAAT,Head Start - (siletz) Portland Center - Portland OR Preschool Program,Inactive Prospect,Onboarding,Free,,No,Name,https://multco.us/sun/sun-community-schools,Portland,Oregon,97206,(800) 922-1399,,,
0013u00001VPwOQAA1,Head Start - Baldwyn Elementary School,Inactive Prospect,Onboarding,,,No,Name,,Baldwyn,Mississippi,38824,16623651031,,,
0013u00001TnZ72AAF,Head Start - Pine Grove,Inactive Prospect,Onboarding,,,No,"Name, Website",ncsheadstart.org,Crescent City,California,95531,17078227206,,,
0013u00001m7vXzAAI,Head Start Bentonville Center,Inactive Prospect,Onboarding,,,No,"Name, Website",nwaheadstart.org,Bentonville,Arkansas,72712,4792732496,,,
001Rd00000EQd2UIAT,Head Start Dewar,Inactive Prospect,Onboarding,,,No,Name,,,Oklahoma,,9183047863,,,
0013u0000189NURAA2,Head Start for Kent County,Inactive Prospect,Onboarding,,,No,Name,https://hs4kc.org/,Cedar Springs,Michigan,49319,6164534145,,,
0013u00001SJtO7AAL,Head Start Homer,Inactive Prospect,Onboarding,,,No,"Name, Website",www.headstartprogram.us,Angola,Indiana,46703-2310,(260) 495-4775,,,
0011I00000ZWuHZQA1,Head Start Of Glascock Cty,Inactive Prospect,Onboarding,,,No,Name,WWW.NHSA.ORG,GIBSON,Georgia,30810,(706) 598-2020,,,
0013u00001NMkUuAAL,Head Start of Greater Dallas,Inactive Prospect,Onboarding,,,No,Name,https://www.hsgd.org/programs/,Prairie,Other,75051 0932,972-284-0040,,,
0013u00001qjZMLAA2,Head Start of Greater Dallas,Inactive Prospect,Onboarding,,,No,Name,,,Texas,,(214)729-7814,Non-Target,,
0013u00001fA0vuAAC,Head Start of Northeastern Nevada -Silver Street,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.headstartelko.com/,Elko,Nevada,89801,(775) 738-5953,,,
001PB00000MkScXYAV,Head Start of Washington County,Inactive Prospect,Onboarding,,,No,"Name, Website",http://headstartwashco.org,Hagerstown,Maryland,21740,(301) 733-4640,,,
0013u00001i73WEAAY,Head Start Preschool 5a,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.5headstartpreschool.com/,North Lauderdale,Florida,33068,(954) 720-9800,,,
0013u00001XAEsOAAX,Head Start Saratoga County,Inactive Prospect,Onboarding,,,No,Name,WWW.SARATOGAEOC.ORG,SARATOGA SPRINGS,New York,12866,(518) 583-2584,,,
0013u00001QZzFqAAL,Head Start Schramm Educatn Ctr,Inactive Prospect,Onboarding,,,No,Name,www.twhsp.org,Pekin,Illinois,61554-5885,(309) 347-1971,,,
0013u00001W4vyhAAB,Head Start/Eceap Preschool,Inactive Prospect,Onboarding,,,No,Name,wwps.org,Walla Walla,Washington,99362,5095261780,,,
001Rd00000HFiADIA1,HeadStart,Inactive Prospect,Onboarding,,,No,Name,,,Alberta,,(587) 433-5870,,,
001PB00000Lqu0PYAR,Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Oregon,,(458) 299-5334,,,
0013u00001MXazMAAT,Headstart,Inactive Prospect,Onboarding,,,No,Name,http://www.ceogc.org,LUCASVILLE,Ohio,45648,17402595594,,,
001PB00000TmSFqYAN,Headstart,Inactive Prospect,Onboarding,,,No,Name,,,Tennessee,,(502) 905-3128,,,
