SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
001Rd000002R2ivIAC,BUILDING KIDZ,Inactive Prospect,Onboarding,,,No,Website,hilton.k12.ny.us,Pacifica,California,94044,6507355748,Non-Target,,
0011I00000tNmDgQAK,Burbank Unified School District,Inactive Prospect,Onboarding,Free,,No,Name (District),burbankusd.org,,California,,18187294423,Single-Site,,
0013u00001ZSDEgAAP,Bush Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",salkeiz.k12.or.us,Salem,Oregon,97301,5033993134,,,
0013u00001SL9x1AAD,C.U.S.D.#24 - MANY FARMS ELEMENTARY SCHOOL,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",chinle.usd.k12.az.us,CHINLE,Arizona,86538,(928)674-9000,,,
0011I00001BSxhbQAD,CADILLAC AREA PUBLIC SCHOOLS,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",cadillac.k12.mi.us,Cadillac,Michigan,49601,2318765022,,,
0013u00001fGo39AAC,Calhoun County Pre-K,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",calhoun.k12.ga.us,Arlington,Georgia,39813,2295457233,,,
001Rd00000DgqvdIAB,Calico Rock Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",piratepreschool@calico.k12.ar.us,CALICO ROCK,Arkansas,72519,,,,
0013u00001UALS2AAP,Calvert Elementary,Inactive Prospect,Onboarding,,,No,Website,http://www.calvert.tld.pvt.k12.oh.us/,Tiffin,Ohio,44883-3008,(419) 447-5790,,,
001PB00000MqHxlYAF,CAPS Care,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",cps.k12.mn.us,,Wisconsin,,5074500000,,,
0011I00000tPjgdQAC,"CAPS GSRP & Clubhouse - Ashley Mattiuzzo - $2,016",Inactive Prospect,Onboarding,,,No,Website,cadillac.k12.mi.us,Cadillac,Michigan,49601,231-876-5824,,,
0013u00001JwOFUAA3,Caring Steps Education Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",caringsteps.rochester.k12.mi.us,ROCHESTER,Michigan,48306,2487264800,,,
001PB00000TzsR0YAJ,Carlsbad Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),carlsbadusd.net,Carlsbad,California,92011,760-331-5067,,,
0013u00001UwhstAAB,Cartwright and District Early Learning Centre,Inactive Prospect,Onboarding,,,No,Name (District),,,Manitoba,,(204) 245-0253,,,
0013u00001m8JlMAAU,Caruthers Unified School Dist/Family Service Ctr,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",caruthers.k12.ca.us,Caruthers,California,93609,(559) 495-7898,,,
001PB00000IVHaDYAX,Cedar Rapids Community School District,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",www.cr.k12.ia.us,Cedar Rapids,Iowa,52402-4958,13199819980,,,
0013u00001SLATdAAP,Central School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",westpoint.k12.ms.us,West Point,Mississippi,39773,6624952418,,,
001PB00000Gsj8nYAB,Centralia School District,Inactive Prospect,Onboarding,,,No,Name (District),http://www.cesd.us,Buena Park,California,90620-2859,626-627-1406,,,
0013u00001dA8J6AAK,Chadwick School District-Preschool,Inactive Prospect,Onboarding,Inactive,,No,"Contact Email, Name (District)",chadwickcardinals.org,CHADWICK,Missouri,65629-3340,(417) 634-3588,Single-Site,39,
001Rd000007X4ATIA0,Chaparral District Office,Inactive Prospect,Onboarding,,,No,Name (District),usd361.org,Anthony,Kansas,67003,(620) 842-5183,,,
0013u00001d9JCyAAM,Charter Oak Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),cousd.net,Glendora,California,91740,(626) 914-3961,,,
0013u00001NNdyXAAT,Chatfield Preschool,Inactive Prospect,Onboarding,,,No,Website,mesa.k12.co.us,Grand Junction,Colorado,81504,(507) 867-3265,,,
001PB00000YGpB3YAL,Cheney School District,Inactive Prospect,Onboarding,,,No,Name (District),cheneysd.org,,Washington,,509-559-4528,,,
0013u00001aprCxAAI,Cherry Hill Baptist Church,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",csdm.k12.mi.us,Dearborn Heights,Michigan,48127,(313)278-8427,,,
0013u00001QZxUiAAL,Children's Garden Academy,Inactive Prospect,Onboarding,,,No,Website,http://ees.fz.k12.mo.us/,KANSAS CITY,Missouri,64131-2096,18166732903,,,
001PB00000WEc2zYAD,Chino Valley Unified School District - 30 sites,Inactive Prospect,Onboarding,,,No,"Contact Email, Name (District)",,,California,,(909) 628-1201,,,
0013u00001UdnC9AAJ,Chippewa Valley Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",cvs.k12.mi.us,Macomb,Michigan,48044,(586) 723-6256,,,
001PB00000GoaYYYAZ,CHS - Childcare,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",canby.k12.or.us,Canby,Oregon,97013,(971) 409-7687,,,
0013u00001TWTnRAAX,Church Point Head Start (our Mother Of Mercy Church Point Head St - Church Point LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",http://www.hs.acadia.k12.la.us/District/1154-Estherwood-Head-Start-Center.html,Church Point,Louisiana,70525,13377836377,,,
0013u00001NMBDPAA5,City Of Colton Cooley Ranch State Preschool,Inactive Prospect,Onboarding,,,No,Website,colton.k12.ca.us,Colton,California,92324,(909) 422-1327,Non-Target,,
0013u00001XBxoDAAT,Clarendon Abc Pre-Kindergarten,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",lions.grsc.k12.ar.us,Clarendon,AR,72029,8707473383,,,
0013u00001jFtrVAAS,Clarkston Community Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",clarkston.k12.mi.us,CLARKSTON,Michigan,48346,(248) 762-2972,,,
0013u00001T3xDjAAJ,Clayton County Public Schools,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",clayton.k12.ga.us,Conley,Georgia,30288,(770) 855-0165,Non-Target,,
001Rd00000EF2avIAD,Cleveland County School District,Inactive Prospect,Onboarding,Free,,No,Name (District),,Monticello,Arkansas,71655,#ERROR!,,,
0013u00001LLHfnAAH,Cleveland Metropolitan School District,Inactive Prospect,Onboarding,Free,,No,Name (District),clevelandmetroschools.org,Cleveland,Ohio,44106,440-666-5409,,16,
0013u00001OIPhIAAX,Clinton High School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",clinton.k12.mi.us,Clinton,Michigan,49236,19783654230,Non-Target,,
0013u00001fH6fVAAS,Clover Park School District ECE,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",cloverpark.k12.wa.us,Lakewood,Washington,98498,2535835370,,,
0013u00001JlEL3AAN,Coa Youth And Family Centers Inc Coa Burke Early Education Center,Inactive Prospect,Onboarding,,,No,Contact Email,https://www.coa-yfc.org/early-education/,Milwaukee,Wisconsin,53206-1751,(414) 449-1757,,,
001Rd000007GUHUIA4,Coalition for Children,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",falmiuth.k12.ma.us,,Massachusetts,,(508) 540-0220,,,
0013u00001XAxsvAAD,Colonial Early Education Program,Inactive Prospect,Onboarding,,,No,Contact Email,http://colwyckelem.edublogs.org/,New Castle,Delaware,19720-2095,302-429-4085,,,
001PB00000XI0JXYA1,Colorado Springs District 11 - Dorie Sifford,Inactive Prospect,Onboarding,Free,,No,Name (District),,,Colorado,,719-328-6185,Non-Target,,
0013u00001inBpfAAE,Columbia Gorge Education Service District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",cgesd.k12.or.us,The Dalles,Oregon,97058,19519651702,Non-Target,,
0013u00001dUXwwAAG,Cook Literacy Model School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",wsfcs.k12.nc.us,Winston Salem,NC,27105,3367034201,Non-Target,,
0013u00001WTXfBAAX,Cougar Care,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",zmsch.k12.mn.us,Zumbrota,Minnesota,55992,5077324650,,,
0013u00001m9PTAAA2,Cougar Cubs Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",npusc.k12.in.us,,Indiana,,(219) 380-6709,,,
001PB00000GXveGYAT,Cowan Elementary Latchkey,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",cowan.k12.in.us,,Indiana,,7657309077,,,
001PB00000YiyjFYAR,Creative Corral Preschool at McCutcheon,Inactive Prospect,Onboarding,,,No,Website,tsc.k12.in.us,Lafayette,Indiana,47909,7654741488,,,
0013u00001nFxeJAAS,Crete Park District Pre-School,Inactive Prospect,Onboarding,,,No,Name (District),cretepark.com,Crete,Illinois,60417,7086726969,,,
001PB00000Q38YLYAZ,Crockett County School District,Inactive Prospect,Onboarding,,,No,Name (District),crockettcavs.net,,,,#ERROR!,,,
001PB00000N7JwkYAF,Crosswell Elementary,Inactive Prospect,Onboarding,,,No,Website,pickens.k12.sc.us,Easley,South Carolina,29640,8643971600,,,
0013u00001q4roBAAQ,Crystal Lake Park District (Inc),Inactive Prospect,Onboarding,,,No,Name (District),www.crystallakeparks.org,Crystal Lake,Illinois,60014,18153336356,,,
0013u00001GiqulAAB,Cub Cadet Childhood Center,Inactive Prospect,Onboarding,,,No,Website,www.cal.k12.ia.us,Latimer,Iowa,50452,(641) 579-6555,Non-Target,,
001PB00000P3KJxYAN,Cuba Independent School District Daycare,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email, Name (District)",cuba.k12.nm.us,,Georgia,,(505) 290-4412,,,
001PB00000USqgjYAD,Cupertino Union School District,Inactive Prospect,Onboarding,,,No,Name (District),cusdk8.org,,,,#ERROR!,,,
0013u00001eZNb2AAG,Curtis Bay Elementary/Middle,Inactive Prospect,Onboarding,Free,,No,Website,bcps.k12.md.us,Baltimore,Maryland,21225,410-396-1397,,,
0013u00001mrcNQAAY,CUSD,Inactive Prospect,Onboarding,,,No,Website,centralusd.k12.ca.us,Fresno,California,93706,15596531047,,,
0013u00001LLEr1AAH,Danbury Public School Readiness Program,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",http://www.danbury.k12.ct.us,DANBURY,Connecticut,06810-6706,(203) 797-4995,,,
0013u00001P5FcFAAV,Danbury public schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",danbury.k12.ct.us,Danbury,Connecticut,6811,12033440303,,,
001Rd00000DwdJHIAZ,Darlene Owens,Inactive Prospect,Onboarding,,,No,Website,clarkston.k12.mi.us,Clarkston,Michigan,48346,2486234350,,,
001PB00000Og8bFYAR,Davis School District,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,,,
001Rd000001YC7tIAG,Day care,Inactive Prospect,Onboarding,Free,,No,Website,http://do-ncs-winweb3.hlpusd.k12.ca.us/baldwin/,Lake Balboa,California,91406,18182196114,Non-Target,,
001PB00000N6BYFYA3,DCSD,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",darlington.k12.sc.us,Hartsville,South Carolina,29550,8434965340,,,
001PB00000N4a2sYAB,De Beque Preschool,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",debeque.k12.co.us,De Beque,Colorado,81630,#ERROR!,,13,
0013u00001BbBxUAAV,Dempsey,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",http://www.chesaning.k12.mi.us/,Chesaning,Michigan,48616,9898452430,Non-Target,5,
0013u00001YZ9JEAA1,Denbigh Early Childhood Kids Program,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",decc.nn.k12.va.us,NEWPORT NEWS,Virginia,23608,(757) 886-7789,,,
0011I00000tNdBlQAK,DeSales Child Care Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",desales.pvt.k12.ia.us,Ossian,Iowa,52161-8100,6302077589,,15,
001PB00000WGdm9YAD,Developmental preschool,Inactive Prospect,Onboarding,Free,,Yes,"Website, Contact Email",newton.k12.in.us,,Indiana,,12199648555,,,
001PB00000K1hVeYAJ,Deyonka Palmer,Inactive Prospect,Onboarding,,,No,Website,http://www.robeson.k12.nc.us,Roxboro,NC,27573,336-514-6766,,,
0013u00001cSJlIAAW,Dilworth-Glyndon-Felton Public Schools,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",dgf.k12.mn.us,,Florida,,(218) 790-0051,,,
0013u00001G8kPbAAJ,Dimon-Wolf ECC,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",hart.k12.mi.us,Hart,Michigan,49420,-5843,,,
0013u00001RQXwdAAH,Distillery District Early Learning Centre,Inactive Prospect,Onboarding,,,No,Name (District),distillerydistrictelc.com,Toronto,Ontario,M5A3C4,(416) 360 - 4042,,,
0013u00001XnSpgAAF,District 20 Pre-K Center at 1258 65th Street,Inactive Prospect,Onboarding,Free,,No,Name (District),schools.nyc.gov/Academics/EarlyChildhood/District20PKC,Brooklyn,New York,11219,(718) 234-4519,,,
001PB00000XOymPYAT,District 28,Inactive Prospect,Onboarding,Free,,No,Name (District),northbrook28.net,,Illinois,,(847) 414-2045,,1,
0013u00001YXEJeAAP,District 29 Pre-K Center at 168-42 Jamaica Avenue,Inactive Prospect,Onboarding,,,No,Name (District),schools.nyc.gov/Academics/EarlyChildhood/District29PKC,Queens,New York,11432,(718) 480-2540,,,
0011I00001BRWynQAH,District 49,Inactive Prospect,Onboarding,,,No,Name (District),d49.org,Colorado Springs,Colorado,80915,(719) 495-5566,,,
0013u00001LLYPSAA5,District 65: Doorway to Learning Childcare Center,Inactive Prospect,Onboarding,Free,,No,Name (District),district65.net,EVANSTON,Illinois,60201,8478045683,Non-Target,25,
001PB00000NS96YYAT,DMSEC,Inactive Prospect,Onboarding,Free,,Yes,"Website, Contact Email",wcs.k12.in.us,,Indiana,,(812) 259-5558,,,
0013u00001HRmcTAAT,Don Early Childhood Center,Inactive Prospect,Onboarding,,,No,Website,http://ecc.fox.k12.mo.us/,Arnold,Missouri,63010-1409,(636)282-5184,,,
0011I00000yDvJmQAK,Dothan City Early Education Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",dothan.k12.al.us,Dothan,Alabama,36301,3347941420,,,
001PB00000Jhx8QYAR,Douglas County School District RE-1,Inactive Prospect,Onboarding,,,No,Name (District),dcsdk12.org,Lone Tree,Colorado,80124,(720) 433-1244,,,
0013u00001MKiOBAA1,dps.k12.va.us,Inactive Prospect,Onboarding,,,No,Contact Email,grovepark.danvillepublicschools.org/,Danville,Virginia,24541,(434) 799-6437,,,
0013u00001fa2QaAAI,Dr Smith School Age Summer Program,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",mslmm.k12.ia.us,McGregor,Iowa,52157,(563) 873-2992,,,
001PB00000JS6Z4YAL,Dudley-Charlton Regional School District,Inactive Prospect,Onboarding,,,No,Name (District),dcrsd.org,Dudley,Massachusetts,1571,508-943-6888,,,
001Rd000008ExtNIAS,Dundee Township Park District Preschool,Inactive Prospect,Onboarding,Free,,No,Name (District),dtpd.org,,Illinois,,8474287131,,,
0013u00001a98xLAAQ,Eagle Point School District 9,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",https://www.eaglepnt.k12.or.us/Domain/11,Eagle Point,OR,97524,15418301200,,,
0013u000017XpOSAA0,Earl Bradsher Preschool,Inactive Prospect,Onboarding,Free,,No,Website,person.k12.nc.us,Roxboro,North Carolina,27573,13365997585,,,
001Rd00000BL2GbIAL,Earle School District Childcare,Inactive Prospect,Onboarding,,,No,Name (District),,Earle,Arkansas,72331,(870)636-0419,,,
0013u00001gOGKVAA4,Early Learning Academy College View Campus,Inactive Prospect,Onboarding,,,No,Website,http://www.hardin.k12.ky.us,Elizabethtown,KY,42701,2532509799,,,
0011I00000TcOhUQAV,Early Learning Center,Inactive Prospect,Onboarding,,,No,Contact Email,http://www.elc-sdow-mo.schoolloop.com/,Vacaville,Washington,95688,(636) 231-2850 ex.13902,,,
001PB00000GnrWcYAJ,Early ON years Toronto District school Board,Inactive Prospect,Onboarding,,,No,Name (District),tdsb.on.ca,,,,#ERROR!,,,
0013u00001LL3ExAAL,East Early Childhood Center,Inactive Prospect,Onboarding,Free,,No,Website,http://www.storm-lake.k12.ia.us/index.php?option=com_content&view=article&id=86&Itemid=520,Storm Lake,Iowa,50588-2209,(712)732-8076,,1,
0013u00001YXlLrAAL,EAST ORANGE BOARD OF EDUCATION,Inactive Prospect,Onboarding,,,No,Contact Email,https://nj02207379.schoolwires.net/domain/641,East Orange,New Jersey,07017-2214,19732665795,,,
0013u00001rTg63AAC,East Whittier City School District,Inactive Prospect,Onboarding,,,No,Name (District),ewcsd.org,Arroyo Grande,California,93420,(562) 907-5971,Non-Target,,
001Rd00000EADIVIA5,Eastbrook Community Schools,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",eastbrook.k12.in.us,Marion,Indiana,46953,7656641214,,,
0011I00000RYfTeQAL,Eastern Lancaster County School District,Inactive Prospect,Onboarding,Free,,No,Name (District),elanco.org,,Pennsylvania,,(717) 354 –1500 ext: 1060,Single-Site,,
001PB00000IjTJeYAN,Eastern Shore District of the United Methodist Church,Inactive Prospect,Onboarding,,,No,Name (District),www.rahapen.org,Horntown,VA,23395,(757) 824-0072,,,
001PB00000JpV27YAF,ECNS,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",ellendale.k12.nd.us,Ellendale,North Dakota,58436,701-709-0520,,33,
0011I00001AQPbUQAX,Ecole Kenwood Elementary Preschool-Tara Nevius-$55-No Billing,Inactive Prospect,SaaS Only Activated,Inactive,,No,"Website, Contact Email",columbus.k12.oh.us,COLUMBUS,Ohio,43220,16143655502,Single-Site,22,
0013u00001RRU9mAAH,Ecse@ Isd 15 Lifelong Learning,Inactive Prospect,Onboarding,,,No,Website,https://www.stfrancis.k12.mn.us/page.cfm?p=794,Cedar,MN,55011,7637537172,,,
0013u00001Xm2IdAAJ,EDISON SCHOOL DISTRICT,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email, Name (District)",edison.k12.ca.us,Bakersfield,California,93306,(661) 363-5394,,45,
001PB00000K31ouYAB,Educational Service District 112,Inactive Prospect,Onboarding,Free,,No,Name (District),esd112.org,Centralia,Washington,98531,13609963024,,,
0013u00001IzbGrAAJ,Elcho School District,Inactive Prospect,Onboarding,,,No,"Website, Name (District)",https://www.elcho.k12.wi.us/,Elcho,Wisconsin,54428-9630,(715) 275-3225,,,
0011I00000YHNRxQAP,Eldorado High School,Inactive Prospect,Onboarding,,,No,Website,eldorado.k12.il.us,Eldorado,Illinois,62930,6182736394,,,
0013u00001XDWoJAAX,Elk Horn Kimballton Elementary School,Inactive Prospect,Onboarding,,,No,Website,WWW.EXIRA.K12.IA.US,Exira,Iowa,50076,(712) 764-4616,,,
001PB00000SKdZnYAL,Elk point Jefferson school,Inactive Prospect,Onboarding,Free,,No,Website,www.abo.k12.sd.us,Onida,South Dakota,57564,(712) 371-3724,,,
001Rd000003LURCIA4,Elwood Elementary Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",elwood.k12.in.us,Elwood,Indiana,46036,(765) 552-7381,,,
0013u00001c0ePmAAI,Elwood Head Start,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",elwood.k12.in.us,Elwood,Indiana,46036,7655521900,,,
0013u00001rTMERAA4,Endeavor ELC,Inactive Prospect,Onboarding,Free,,No,Website,https://www.sf.k12.sd.us/o/rfes,Sioux Falls,South Dakota,57105,(605) 521-9670,Non-Target,31,
001PB00000PuAvxYAF,Endeavor Elementary,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",harrisburg.k12.sd.us,,South Dakota,,5072150431,,,
0013u00001ilHyUAAU,Escambia County School District,Inactive Prospect,Onboarding,,,No,Name (District),ecsdfl.us,Pensacola,Florida,32503,18505956915,,,
0013u00001XDXFtAAP,Estherwood Head Start - Estherwood LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Website,http://www.acadia.k12.la.us/ewes/,Estherwood,Louisiana,70534,(337) 783-6884,,,
001PB00000M3DbxYAF,Esusd,Inactive Prospect,Onboarding,,,No,Website,esusd.k12.ca.us,,,,,,,
0013u00001MapAaAAJ,Etiwanda School District - ROOMS,Inactive Prospect,Billing Only Activated,Inactive,,No,Name (District),etiwanda.org,,California,,9099386960,Non-Target,459,Yes
001PB00000OvXWBYA3,Eureka Springs Elementary ABC Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",es.k12.ar.us,EUREKA SPRINGS,Arkansas,72632,4792538704,,,
001PB00000KpXL5YAN,Evelin,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",student.ccs.k12.nc.us,,North Carolina,,(923) 104-4550,,,
0013u00001q4PGaAAM,Fair Play Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",fairplay.k12.mo.us,,Missouri,,(734) 344-8156,,,
0013u00001liD03AAE,FALLIN EARLY LEARNING CENTER,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",natchez.k12.ms.us,NATCHEZ,Mississippi,39120,601-445-2902,,,
0013u00001nFGDHAA4,Families That Flourish Childcare Center,Inactive Prospect,Onboarding,Inactive,,No,Website,http://www.waterford.k12.mi.us click on community then click on child care,Waterford,Michigan,48329,231-288-0718,Single-Site,,
0013u00001c0JnmAAE,Family Connection and CIS of Glascock County,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",glascock.k12.ga.us,Gibson,Georgia,30810,7065980722,,,
0013u00001kxtAzAAI,Family School Partners,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",bcsc.k12.in.us,,Indiana,,18123764387,Non-Target,,
001Rd00000GIvD8IAL,Farmdale Preschool,Inactive Prospect,Onboarding,,,No,Website,www.weaverusd.k12.ca.us,Merced,California,95341,2097257170,,,
0013u000017YpHdAAK,Fcsc,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",fayette.k12.in.us,,Indiana,,17658212000,,,
0013u00001Tn9C6AAJ,Ferndale School District - Early Learning Center,Inactive Prospect,Onboarding,,,No,Name (District),WWW.OPPCO.ORG,BELLINGHAM,Washington,98225,13603839660,,,
0013u00001BcZZbAAN,Fillmore Central School District 2198,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",isd2198.k12.mn.us,,,,15074409988,,,
0013u00001T2Qp3AAF,Firebaugh-Las Deltas Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),http://bailey.fldusd.org,Firebaugh,California,93622,(559) 659-3117,,,
0013u00001Ba9OrAAJ,Fisher Public School,Inactive Prospect,SaaS and Billing Activated,Inactive,,No,Website,fisher.k12.mn.us,Fisher,Minnesota,56723,2188914105,Non-Target,16,No
001PB00000UUwriYAD,Florence Unified School District,Inactive Prospect,Onboarding,,,No,Name (District),,,Arizona,,(520) 866-3507,,,
001Rd000002R91IIAS,Fort Wayne Community Schools,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.fwcs.k12.in.us/schools/school_pages.php?school=0151,Fort Wayne,Indiana,46803-2525,(260)467-4790,,,
001PB00000GQ315YAD,"Fort Wayne Community Schools Title 1 Pre-K at Fairfield, Study and South Wayne",Inactive Prospect,Onboarding,,,No,"Website, Contact Email",fwcs.k12.us,Fort Wayne,Indiana,46802,(260) 467-5900,,,
0013u00001nGMgtAAG,Franklin Preschool,Inactive Prospect,Onboarding,Free,,No,Website,https://www.mattoon.k12.il.us/o/franklin,Mattoon,Illinois,61938,(217) 460-0205,,23,
001PB00000IkPnUYAV,Fraser-Cascade School District 78,Inactive Prospect,Onboarding,,,No,Name (District),,,British Columbia,,6048691262,,,
001PB00000QkrQYYAZ,Frazer School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",frazer.k12.mt.us,,North Dakota,,406-650-7910,,,
0013u00001SILp2AAH,Freer Schools,Inactive Prospect,Onboarding,,,No,Website,windsor.k12.mo.us,Barnhart,Missouri,63012,(636) 464-2951,,,
0013u000016SuEBAA0,FREMONT COUNTY SCHOOL DISTRICT #6,Inactive Prospect,Onboarding,Inactive,,No,"Website, Contact Email, Name (District)",http://www.fre6.k12.wy.us,PAVILLION,WY,82523,13078567970,Non-Target,15,
001Rd00000HJqvtIAD,Fwcs - Pre K - Scott,Inactive Prospect,Onboarding,,,No,Contact Email,https://www.discoverchampions.com/our-locations/fort-wayne/in/003051?utm_campaign=cp-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_MTA1MzQwNjgxNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Fort Wayne,Indiana,46806,(260) 467-8050,,,
0013u00001WS0I4AAL,G.B.S.D.#24 - Gila Bend School District Preschool,Inactive Prospect,Onboarding,,,No,Name (District),https://www.gbusd.org/,GILA BEND,Arizona,85337,(928) 683-2225,,,
0013u00001UNU0TAAX,Galaxy Kids Program/ISD 883,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",rockford.k12.mn.us,Rockford,Minnesota,55373,7634777555,,,
001PB00000GRsWAYA1,Galesburg School District #205,Inactive Prospect,Onboarding,,,No,Name (District),galesburg205.org,,Illinois,,13093680941,,,
0013u00001MaGHDAA3,Garrett Elementary Prek,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",abss.k12.nc.us,Mebane,North Carolina,27302,(919) 563-2088,,,
0013u00001MHR9kAAH,Garvey School - Innovation Garden,Inactive Prospect,SaaS and Billing Activated,Inactive,,No,Website,www.garvey.k12.ca.us,The Bronx,New York,10475,(718) 320-3902,Multi-Site Parent,71,No
0013u00001PvxmKAAR,Gaylord Community Schools Child Care Center,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",gaylord.k12.mi.us,Gaylord,Michigan,49735,9897053018,,,
0011I00000EFmpcQAD,Genesee Intermediate School District,Inactive Prospect,Onboarding,,,No,Name (District),geneseeisd.org,Flint,Michigan,48433,#ERROR!,,,
001PB00000LdskPYAR,Geneva City School District,Inactive Prospect,Onboarding,,,No,Name (District),http://www.genevacsd.org/,Geneva,New York,14456,(315) 781-4104,,,
0013u00001UeCZRAA3,Geneva Park District,Inactive Prospect,Onboarding,,,No,Name (District),genevaparks.com,,Illinois,,6302628244,,,
001Rd000004BE6zIAG,Geyser Day Care,Inactive Prospect,Billing Only Activated,Free,,No,Website,http://www.geyser.k12.mt.us/,Geyser,Montana,59447,5412067167,,27,Yes
0013u00001oQg0jAAC,Giggles &Grins,Inactive Prospect,Onboarding,,,No,Website,rock.k12.nc.us,Reidsville,North Carolina,27320,13369327657,Non-Target,,
0013u00001T3DQOAA3,Gila Bend Unified School District,Inactive Prospect,Onboarding,Free,,No,Name (District),gbusd.org,,Arizona,,16238246594,,,
0013u00001JxhrEAAR,Gilmore City-Bradgate Elementary School,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",gcb.k12.ia.us,Gilmore City,Iowa,50541,5153736124,,,
0013u00001msDNwAAM,Glades County School District,Inactive Prospect,Onboarding,,,No,Name (District),glades-schools.org,,Florida,,(863) 228-3907,,,
001PB00000Lri5IYAR,Glendale Elementary School District,Inactive Prospect,Onboarding,,,No,Name (District),https://portals.gesd40.org/,Glendale,Arizona,85303,623-237-5403,Non-Target,,
001PB00000NCqnCYAT,Godley Park District,Inactive Prospect,Onboarding,,,No,Name (District),godleypark.com,,Illinois,,(815) 212-3499,,,
0013u000018BNWzAAO,Golden Gate 21st Community LC Morgan Blvd,Inactive Prospect,Onboarding,Free,,No,Website,camden.k12.nj.us,,New Jersey,,8566918687,Enterprise,,
0013u000018BNwsAAG,Golden Gate 21st Community Learning Center,Inactive Prospect,Onboarding,Free,,No,"Website, Contact Email",camden.k12.nj.us,,New Jersey,,8566918687,Enterprise,,
0013u000015GVDWAA4,Goleta Union School District (Preschool),Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",goleta.k12.ca.us,Goleta,California,93117-1732,8056811200,,,
